action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,700980,[],CHEMBL666736,Inhibitory activity against recombinant Dihydrofolate reductase from Escherichia coli (ecDHFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1OC,,,CHEMBL1131583,J Med Chem,1998,"{'bei': '21.90', 'le': '0.41', 'lle': '5.63', 'sei': '7.44'}",CHEMBL117750,,CHEMBL117750,8.09,0,http://www.openphacts.org/units/Nanomolar,218390,=,1,1,=,,IC50,nM,,8.1,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,0.0081
,,702257,[],CHEMBL666736,Inhibitory activity against recombinant Dihydrofolate reductase from Escherichia coli (ecDHFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(CNc2ccc3nc(N)nc(N)c3c2)cc(OC)c1,,,CHEMBL1131583,J Med Chem,1998,"{'bei': '19.60', 'le': '0.36', 'lle': '3.96', 'sei': '5.89'}",CHEMBL116815,,CHEMBL116815,6.38,0,http://www.openphacts.org/units/Nanomolar,218381,=,1,1,=,,IC50,nM,,420.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,0.42
,,703558,[],CHEMBL666736,Inhibitory activity against recombinant Dihydrofolate reductase from Escherichia coli (ecDHFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CNc2ccc3nc(N)nc(N)c3c2)c(OC)c1OC,,,CHEMBL1131583,J Med Chem,1998,"{'bei': '17.97', 'le': '0.34', 'lle': '3.96', 'sei': '5.43'}",CHEMBL116637,,CHEMBL116637,6.39,0,http://www.openphacts.org/units/Nanomolar,218378,=,1,1,=,,IC50,nM,,410.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,0.41
,,704843,[],CHEMBL666736,Inhibitory activity against recombinant Dihydrofolate reductase from Escherichia coli (ecDHFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(OC)c(CNc2ccc3nc(N)nc(N)c3c2)c1,,,CHEMBL1131583,J Med Chem,1998,"{'bei': '19.60', 'le': '0.36', 'lle': '3.96', 'sei': '5.89'}",CHEMBL116816,,CHEMBL116816,6.38,0,http://www.openphacts.org/units/Nanomolar,218382,=,1,1,=,,IC50,nM,,420.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,0.42
,,706158,[],CHEMBL666736,Inhibitory activity against recombinant Dihydrofolate reductase from Escherichia coli (ecDHFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(CN(C)c2ccc3nc(N)nc(N)c3c2)cc(OC)c1,,,CHEMBL1131583,J Med Chem,1998,"{'bei': '25.20', 'le': '0.47', 'lle': '6.10', 'sei': '8.59'}",CHEMBL113816,,CHEMBL113816,8.55,0,http://www.openphacts.org/units/Nanomolar,218373,=,1,1,=,,IC50,nM,,2.8,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,0.0028
,,708760,[],CHEMBL666736,Inhibitory activity against recombinant Dihydrofolate reductase from Escherichia coli (ecDHFR),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2cc(NCc3ccccc3)ccc2n1,,,CHEMBL1131583,J Med Chem,1998,"{'bei': '23.72', 'le': '0.43', 'lle': '3.88', 'sei': '7.00'}",CHEMBL115474,,CHEMBL115474,6.29,0,http://www.openphacts.org/units/Nanomolar,218372,=,1,1,=,,IC50,nM,,510.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,0.51
,,708767,[],CHEMBL666736,Inhibitory activity against recombinant Dihydrofolate reductase from Escherichia coli (ecDHFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,,,CHEMBL1131583,J Med Chem,1998,"{'bei': '21.65', 'le': '0.40', 'lle': '5.26', 'sei': '6.81'}",CHEMBL119,TRIMETREXATE,CHEMBL119,8.00,1,http://www.openphacts.org/units/Nanomolar,218384,=,1,1,=,,IC50,nM,,10.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,0.01
,,711396,[],CHEMBL666736,Inhibitory activity against recombinant Dihydrofolate reductase from Escherichia coli (ecDHFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(OC)cc1CNc1ccc2nc(N)nc(N)c2c1,,,CHEMBL1131583,J Med Chem,1998,"{'bei': '19.28', 'le': '0.36', 'lle': '4.42', 'sei': '5.83'}",CHEMBL114833,,CHEMBL114833,6.85,0,http://www.openphacts.org/units/Nanomolar,218377,=,1,1,=,,IC50,nM,,140.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,0.14
,,793487,[],CHEMBL668125,Inhibitory activity against Dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(N(C)C)nc2c(C)cc(Cc3cnc(N)nc3N)cc12,,,CHEMBL1124567,J Med Chem,1989,"{'bei': '25.16', 'le': '0.46', 'lle': '5.65', 'sei': '8.64'}",CHEMBL57318,,CHEMBL57318,8.11,0,http://www.openphacts.org/units/Nanomolar,100254,=,1,1,=,,IC50,nM,,7.7,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,7.7E-9
,,800295,[],CHEMBL668125,Inhibitory activity against Dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1124567,J Med Chem,1989,"{'bei': '28.59', 'le': '0.54', 'lle': '7.04', 'sei': '7.87'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,8.30,1,http://www.openphacts.org/units/Nanomolar,100256,=,1,1,=,,IC50,nM,,5.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,5E-9
,,802796,[],CHEMBL668125,Inhibitory activity against Dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(N(C)C)nc2ccc(Cc3cnc(N)nc3N)cc12,,,CHEMBL1124567,J Med Chem,1989,"{'bei': '24.26', 'le': '0.44', 'lle': '5.33', 'sei': '7.96'}",CHEMBL291721,,CHEMBL291721,7.48,0,http://www.openphacts.org/units/Nanomolar,100243,=,1,1,=,,IC50,nM,,33.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,3.3E-8
,,816705,[],CHEMBL668125,Inhibitory activity against Dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc2c(N(C)C)cc(C)nc12,,,CHEMBL1124567,J Med Chem,1989,"{'bei': '22.03', 'le': '0.41', 'lle': '5.30', 'sei': '7.23'}",CHEMBL58366,,CHEMBL58366,7.46,0,http://www.openphacts.org/units/Nanomolar,100253,=,1,1,=,,IC50,nM,,35.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,3.5E-8
,,817905,[],CHEMBL668125,Inhibitory activity against Dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(N2CCOCC2)nc2cc(Cc3cnc(N)nc3N)ccc12,,,CHEMBL1124567,J Med Chem,1989,"{'bei': '20.13', 'le': '0.37', 'lle': '5.13', 'sei': '6.84'}",CHEMBL56325,,CHEMBL56325,7.06,0,http://www.openphacts.org/units/Nanomolar,100241,=,1,1,=,,IC50,nM,,88.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,8.8E-8
,,819092,[],CHEMBL668125,Inhibitory activity against Dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C)c2ccc(Cc3cnc(N)nc3N)cc2n1,,,CHEMBL1124567,J Med Chem,1989,"{'bei': '23.56', 'le': '0.43', 'lle': '4.86', 'sei': '6.96'}",CHEMBL294377,,CHEMBL294377,6.96,0,http://www.openphacts.org/units/Nanomolar,100240,=,1,1,=,,IC50,nM,,110.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.1E-7
,,823519,[],CHEMBL668125,Inhibitory activity against Dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(N2CCOCC2)nc2c(C)cc(Cc3cnc(N)nc3N)cc12,,,CHEMBL1124567,J Med Chem,1989,"{'bei': '22.29', 'le': '0.41', 'lle': '5.89', 'sei': '7.87'}",CHEMBL412659,,CHEMBL412659,8.12,0,http://www.openphacts.org/units/Nanomolar,100255,=,1,1,=,,IC50,nM,,7.5,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,7.5E-9
,,823584,[],CHEMBL668125,Inhibitory activity against Dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCc1cc(OC)c2cc(Cc3cnc(N)nc3N)cc(OC)c2n1,,,CHEMBL1124567,J Med Chem,1989,,CHEMBL294655,,CHEMBL294655,,0,http://www.openphacts.org/units/Nanomolar,100245,<,1,1,<,,IC50,nM,,2.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,2E-9
,,824886,[],CHEMBL668125,Inhibitory activity against Dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C)c2cc(Cc3cnc(N)nc3N)cc(C)c2n1,,,CHEMBL1124567,J Med Chem,1989,"{'bei': '26.78', 'le': '0.49', 'lle': '5.87', 'sei': '8.29'}",CHEMBL60486,,CHEMBL60486,8.28,0,http://www.openphacts.org/units/Nanomolar,100242,=,1,1,=,,IC50,nM,,5.2,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,5.2E-9
,,826157,[],CHEMBL668125,Inhibitory activity against Dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C)nc2c(OC)cc(Cc3cnc(N)nc3N)cc12,,,CHEMBL1124567,J Med Chem,1989,"{'bei': '26.15', 'le': '0.48', 'lle': '6.40', 'sei': '7.79'}",CHEMBL56719,,CHEMBL56719,8.51,0,http://www.openphacts.org/units/Nanomolar,100244,=,1,1,=,,IC50,nM,,3.1,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,3.1E-9
,,865206,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2c(N)nc(N)nc2SC)cc(CC)c1OC,,,CHEMBL1121436,J Med Chem,1980,,CHEMBL150683,,CHEMBL150683,,0,http://www.openphacts.org/units/Nanomolar,295071,>,1,1,>,,IC50,nM,,40000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.00004
,,865208,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2c(N)nc(N)nc2Cl)cc(OC)c1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121436,J Med Chem,1980,,CHEMBL150699,,CHEMBL150699,,0,http://www.openphacts.org/units/Nanomolar,295065,=,1,1,=,,IC50,nM,,0.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.0
,,867838,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2c(N)nc(N)nc2-c2ccccc2)cc(OC)c1O,,,CHEMBL1121436,J Med Chem,1980,"{'bei': '16.17', 'le': '0.30', 'lle': '3.08', 'sei': '4.89'}",CHEMBL150248,,CHEMBL150248,5.70,0,http://www.openphacts.org/units/Nanomolar,295073,=,1,1,=,,IC50,nM,,2000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.000002
,,869142,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1c(C(C)(C)C)cc(Cc2c(N)nc(N)nc2N)cc1C(C)(C)C,,,CHEMBL1121436,J Med Chem,1980,"{'bei': '11.81', 'le': '0.22', 'lle': '0.80', 'sei': '3.73'}",CHEMBL439995,,CHEMBL439995,4.22,0,http://www.openphacts.org/units/Nanomolar,295063,=,1,1,=,,IC50,nM,,60000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.00006
,,870338,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2c(N)nc(N)nc2OC)cc(OC)c1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121436,J Med Chem,1980,,CHEMBL150700,,CHEMBL150700,,0,http://www.openphacts.org/units/Nanomolar,295066,>,1,1,>,,IC50,nM,,450000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.00045
,,872388,[],CHEMBL666738,Inhibitory concentration against Escherichia coli Dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(=C\c1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1133617,J Med Chem,2000,"{'bei': '11.28', 'le': '0.21', 'lle': '2.96', 'sei': '2.55'}",CHEMBL2092925,,CHEMBL2092925,4.96,0,http://www.openphacts.org/units/Nanomolar,198916,=,1,1,=,,IC50,nM,,11000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,11.0
,,872899,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2c(N)nc(N)nc2N(C)C)cc(OC)c1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121436,J Med Chem,1980,,CHEMBL150017,,CHEMBL150017,,0,http://www.openphacts.org/units/Nanomolar,295062,=,1,1,=,,IC50,nM,,4500000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.0045
,,874681,[],CHEMBL666738,Inhibitory concentration against Escherichia coli Dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(=C/c1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1.C/C(=C\c1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1133617,J Med Chem,2000,"{'bei': '6.78', 'le': None, 'lle': None, 'sei': None}",CHEMBL1237205,,CHEMBL1237205,5.96,0,http://www.openphacts.org/units/Nanomolar,198909,=,1,1,=,,IC50,nM,,1100.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,1.1
,,874866,[],CHEMBL667189,Inhibitory activity against Escherichia coli dihydrofolate reductase at 10e8 M,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Cc2cnc(N)nc2N)cc1OC,,,CHEMBL1125233,J Med Chem,1991,"{'bei': '26.89', 'le': '0.50', 'lle': '5.75', 'sei': '7.27'}",CHEMBL19633,DIAVERIDINE,CHEMBL19633,7.00,0,http://www.openphacts.org/units/Nanomolar,297909,=,1,1,=,,IC50,nM,,100.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1E-7
,,878632,[],CHEMBL667189,Inhibitory activity against Escherichia coli dihydrofolate reductase at 10e8 M,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)C(c1cnc(N)nc1N)CC2,,,CHEMBL1125233,J Med Chem,1991,"{'bei': '20.44', 'le': '0.38', 'lle': '4.11', 'sei': '6.08'}",CHEMBL346871,,CHEMBL346871,5.85,0,http://www.openphacts.org/units/Nanomolar,297907,=,1,1,=,,IC50,nM,,1400.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.0000014
,,882151,[],CHEMBL666738,Inhibitory concentration against Escherichia coli Dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1133617,J Med Chem,2000,"{'bei': '13.50', 'le': '0.25', 'lle': '4.18', 'sei': '3.06'}",CHEMBL430872,,CHEMBL430872,5.96,0,http://www.openphacts.org/units/Nanomolar,198908,=,1,1,=,,IC50,nM,,1100.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,1.1
,,882630,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1O,,,CHEMBL1121436,J Med Chem,1980,"{'bei': '22.47', 'le': '0.42', 'lle': '5.26', 'sei': '5.60'}",CHEMBL339058,,CHEMBL339058,6.52,0,http://www.openphacts.org/units/Nanomolar,295059,=,1,1,=,,IC50,nM,,300.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,3E-7
,Not Determined,883341,[],CHEMBL666739,Inhibitory concentration against Escherichia coli Dihydrofolate reductase; ND means not determined,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2c(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,,,CHEMBL1133617,J Med Chem,2000,,CHEMBL106628,,CHEMBL106628,,0,http://www.openphacts.org/units/Nanomolar,198910,,1,0,,,IC50,nM,,,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,
,,883355,[],CHEMBL666738,Inhibitory concentration against Escherichia coli Dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1133617,J Med Chem,2000,"{'bei': '17.70', 'le': '0.33', 'lle': '7.78', 'sei': '3.82'}",CHEMBL34259,METHOTREXATE,CHEMBL34259,8.05,1,http://www.openphacts.org/units/Nanomolar,198911,=,1,1,=,,IC50,nM,,9.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,0.009
,Not Determined,884562,[],CHEMBL666739,Inhibitory concentration against Escherichia coli Dihydrofolate reductase; ND means not determined,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1133617,J Med Chem,2000,,CHEMBL104829,"FURO[2,3D]PYRIMIDINE ANTIFOLATE",CHEMBL104829,,0,http://www.openphacts.org/units/Nanomolar,198914,,1,0,,,IC50,nM,,,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,
,Not Determined,885919,[],CHEMBL666739,Inhibitory concentration against Escherichia coli Dihydrofolate reductase; ND means not determined,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,,,CHEMBL1133617,J Med Chem,2000,,CHEMBL323565,,CHEMBL323565,,0,http://www.openphacts.org/units/Nanomolar,198915,,1,0,,,IC50,nM,,,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,uM,UO_0000065,,
,,886464,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2c(N)nc(N)nc2-c2ccccc2)cc(OC)c1OC,,,CHEMBL1121436,J Med Chem,1980,"{'bei': '15.07', 'le': '0.28', 'lle': '2.60', 'sei': '5.23'}",CHEMBL358879,,CHEMBL358879,5.52,0,http://www.openphacts.org/units/Nanomolar,295069,=,1,1,=,,IC50,nM,,3000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.000003
,,887572,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1nc(N)nc(N)c1Cc1cc(OC)c(OC)c(OC)c1,,,CHEMBL1121436,J Med Chem,1980,"{'bei': '17.52', 'le': '0.33', 'lle': '3.61', 'sei': '5.52'}",CHEMBL150543,,CHEMBL150543,5.82,0,http://www.openphacts.org/units/Nanomolar,295058,=,1,1,=,,IC50,nM,,1500.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.0000015
,,888799,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1nc(N)nc(N)c1Cc1cc(OC)c(O)c(OC)c1,,,CHEMBL1121436,J Med Chem,1980,"{'bei': '19.15', 'le': '0.36', 'lle': '4.19', 'sei': '5.23'}",CHEMBL149353,,CHEMBL149353,6.10,0,http://www.openphacts.org/units/Nanomolar,295057,=,1,1,=,,IC50,nM,,800.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,8E-7
,,890107,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2c(N)nc(N)nc2C(C)C)cc(OC)c1OC,,,CHEMBL1121436,J Med Chem,1980,"{'bei': '17.14', 'le': '0.32', 'lle': '3.32', 'sei': '5.40'}",CHEMBL357960,,CHEMBL357960,5.70,0,http://www.openphacts.org/units/Nanomolar,295067,=,1,1,=,,IC50,nM,,2000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.000002
,,890108,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121436,J Med Chem,1980,"{'bei': '28.59', 'le': '0.54', 'lle': '7.04', 'sei': '7.87'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,8.30,1,http://www.openphacts.org/units/Nanomolar,295061,=,1,1,=,,IC50,nM,,5.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,5E-9
,,891308,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121436,J Med Chem,1980,"{'bei': '23.00', 'le': '0.43', 'lle': '5.43', 'sei': '6.63'}",CHEMBL325533,,CHEMBL325533,7.00,1,http://www.openphacts.org/units/Nanomolar,295060,=,1,1,=,,IC50,nM,,100.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1E-7
,,892426,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2c(N)nc(N)nc2SC)cc(OC)c1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121436,J Med Chem,1980,,CHEMBL150538,,CHEMBL150538,,0,http://www.openphacts.org/units/Nanomolar,295072,>,1,1,>,,IC50,nM,,450000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.00045
,,896813,[],CHEMBL667189,Inhibitory activity against Escherichia coli dihydrofolate reductase at 10e8 M,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1125233,J Med Chem,1991,"{'bei': '28.09', 'le': '0.53', 'lle': '6.89', 'sei': '7.73'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,8.15,1,http://www.openphacts.org/units/Nanomolar,297908,=,1,1,=,,IC50,nM,,7.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,7E-9
,,898151,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2c(N)nc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121436,J Med Chem,1980,"{'bei': '16.38', 'le': '0.31', 'lle': '4.16', 'sei': '3.80'}",CHEMBL149408,,CHEMBL149408,5.00,0,http://www.openphacts.org/units/Nanomolar,295064,=,1,1,=,,IC50,nM,,10000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.00001
,,903129,[],CHEMBL668120,Inhibition against dihydrofolate reductase enzyme of Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2c(N)nc(N)nc2Oc2ccccc2)cc(OC)c1OC,,,CHEMBL1121436,J Med Chem,1980,,CHEMBL150863,,CHEMBL150863,,0,http://www.openphacts.org/units/Nanomolar,295070,>,1,1,>,,IC50,nM,,45000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.000045
,,947884,[],CHEMBL668122,Inhibition of dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)c(F)c3)cnc2n1,,,CHEMBL1122445,J Med Chem,1983,"{'bei': '17.45', 'le': '0.33', 'lle': '7.62', 'sei': '3.65'}",CHEMBL19227,,CHEMBL19227,8.00,0,http://www.openphacts.org/units/Nanomolar,22406,=,1,1,=,,IC50,nM,,10.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,nM,UO_0000065,,10.0
,,948109,[],CHEMBL668776,Inhibition of Escherichia coli Dihydrofolate reductase in presence of 30 uM Dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1cc(Cl)ccc1N/C(N)=N/C(=N)N,,,CHEMBL1136127,Bioorg Med Chem Lett,2003,"{'bei': '27.44', 'le': '0.55', 'lle': '5.66', 'sei': '5.23'}",CHEMBL85364,,CHEMBL85364,6.50,0,http://www.openphacts.org/units/Nanomolar,149445,=,1,1,=,,IC50,nM,,320.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,IC50,nM,UO_0000065,,320.0
